headline,label,topic
Iamgold sale stalls as Chinese bidders talks fail China National Gold Group Corp Shandong Gold Mining Co and Zijin Mining Group Co had all shown interest in Iamgold,neg,Business
Stocks copper drop on trade fears The SP 500 dropped more than 15 overnight ahead of trade talks between the US and China,neg,Economic
Bankrupt US coal producer closes four mines after prices slump The closures will affect about 340 employees at three mines and two preparation facilities,neg,Business
Colombian workers at Fura Gems mine claim unsafe operating conditions Former employees say the fabled emerald mine doesnt meet global safety standards in terms of protective gear and equipment,neg,Health
PeÃ±asquito blockade lifted operations still suspended Newmont Goldcorp said operations at the Mexican mine remained temporarily halted,neg,Operation
Fatality at Troys Karouni operation Production suspended and investigation to be undertaken,neg,Health
Policy uncertainty resource nationalism and environmental protection key themes for Asia mining Fitch analysts expect risks to the Chinese economy will continue to rise with no easy resolution to the trade dispute with the US on the horizon,neg,Politics
Broker sees 50t iron ore Worrying signs out of China for iron ore,neg,Economic
Sierra Leone cancels mining licence of Gerald Group unit SL Mining has called for authorities to cancel the decision and threatened to pursue all available remedies against the government,neg,Politics
Ecuadors government flees capital and warns of coup threat The unprecedented scale of the unrest including rioting and looting has worried many residents who stocked up on goods emptying supermarket shelves,neg,Politics
Exhead of Alrosas flooded Russian mine found dead in custody The former head of the Mir diamond mine where eight men were killed in a flood was found dead a day after he was arrested,neg,Health
Gold slips back into the 1400s Gold was weaker ahead of USChina trade talks later this week,neg,Economic
TSX loses ground Sept 30Oct 4 Detour Torex Continental Nutrien The SPTSX Composite Index fell 15 to close at 1644935 Spot gold finished the trading week at US1504 per oz up US810 per ounce 054,neg,Economic
US markets down Sept 30Oct 4 SibanyeStillwater NACCO Industries Cleveland Cliffs The Dow Jones Industrial Average fell 09 to 2657370 and the SP 500 Index fell 034 to 2952 Spot gold finished the trading week at,neg,Economic
TSX Venture slips Sept 30Oct 4 Abitibi Royalties Cobalt 27 Capital Novo Resources Titanium Corp The SPTSX Venture Composite Index fell 19 to 55876 during the trading week Shares of Abitibi Royalties rose 34 24 to 1444 The company announced,neg,Economic
Stuffup leaves 300 jobs in the balance NSW Minerals Council blasts planning commission over coal mine approval blunder,neg,Politics
Arsonists attack Ecuagoldminings camp in Ecuador This is not the first time the RÃ­o Blanco goldsilver project is targeted,neg,Crime
Wall Streets cold shoulder drives coal veteran to the exit After running two major coal producers over a decade Kevin Crutchfield decided it was time to move on when Wall Street began shunning the fuel,neg,Economic
Pit wall fails atÂ Avesoros New Liberty gold mine in Liberia AvesoroÂ Resources TSX ASO has suspended mining activities in the KinjorEast pit at its New Liberty gold mine in Liberia following the failure of a pit,neg,Operation
Tesla battery flaw coverup claim to be evaluated by NHTSA The petition filed by a law firm representing Tesla drivers alleges that Tesla updated battery management software in response to a potential defect that could lead to battery fires,neg,Technology
Mixed news for lithium players Market rewards some punishes others,neg,Economic
Gold futures decline as US jobs data eases concerns on economy The job figures may give some comfort to markets after a string of weakerthanexpected data had boosted demand for gold as a haven this week,neg,Economic
Herons phoenix manoeuvre Major shareholders step in with funding as troubled NSW miner risks running out of cash this month,neg,Business
Zimbabwe accuses US of lying about diamondmining forced labour Zimbabwe suffering its worst economic crisis since 2008 is desperate to end sanctions imposed by the US and the European Union on politicians and state companies,neg,Politics
Buy Sell Hold Whitehaven and Saracen Whitehaven downgraded on coal price estimates and Saracen upgraded after Sinclair buy,neg,Economic
News Wrap Komatsu blames typo for workers bonus bungle that falls foul of Fair Work Act,neg,Business
Pit wall collapses at Avesoros New Liberty mine in Liberia Production volumes will be reduced for some time the company said,neg,Operation
Canadas Fortune Minerals scales back mine on weak cobalt The company says current weak prices for cobalt dont justify expanding daily throughput to 6000 tonnes from 4650 tonnes at its proposed Nico project,neg,Operation
Lower for longer copper price puts squeeze on marginal miners A new report shows 10 of global copper miners are in loss making territory amid falling price and higher costs,neg,Economic
Diamond crisis deepens as De Beers reports plunging sales RBC Capital Markets expects profit will fall by about 40 this year at De Beers,neg,Economic
Iamgold denies Rosebel mine halt continues ramping up operations Operations were suspended for security reasons in early August after an incident involving police left an artisanal miner dead and some equipment damaged,neg,Operation
Coal prices waning but not because of environmental protests Coal prices have crumbled but not for the reasons most expect,neg,Economic
News Wrap Man to face court on gold stealing charges after Kalgoorlie home raid,neg,Crime
MinRes cuts loose Hexagon Diversified company quits WA graphite project saying likely returns fall short of targets,neg,Business
Top producer says lithium prices to keep falling Oversupply of lithium hydroxide to start easing next year but spodumene miners wont catch a break soon says Australias chief economist,neg,Economic
ASX loses 100 points Weak offshore leads has led to a poor day for the ASX,neg,Economic
Landslide at gold mine in eastern Congo kills at least 16 Dozens of people die in Congo every year because of oldfashioned and unregulated mining methods that compromise safety,neg,Health
Vale expects to mostly finish paying for burst dam by 2021 In securities filings Vale projected costs from halted operations related to its dam that burst to fall from 34 per tonne of iron ore in the third quarter to 2535 per tonne in the fourth quarter,neg,Economic
Coal India output sinks to record low as monsoons flood mines Coal inventories at the countrys power plants have declined to a ninemonth low spurring higher imports,neg,Economic
Burst dam at Brazil gold mine leaves two injured no fatalities The dam is registered under the name of an individual wildcat miner rather than in the name of a mining company,neg,Health
Copper trapped between faltering supply and weak demand Its turning out to be a bad year for copper supply says columnist Andy Home,neg,Economic
Iron ores party days all but over Global signals for iron ore dont look good writes Barry FitzGerald,neg,Economic
Copper drags on Aussie mining stocks Tough day for red metal faithful,neg,Economic
Market rallies late but miners struggle Reserve Bank decision sparks bounce in afternoon trading,neg,Economic
but copper lurches into red,neg,Economic
Lithium at twoyear low hobbles US bid to loosen Chinas grip on market The lowest lithium prices in over two years are hampering a handful of miners that want to challenge Chinas dominance in the market,neg,Economic
Coolgardie deal falls over Focus unable to complete by deadline so Horizon walks as door opens for Hanking,neg,Business
All hail king debt Juniors may be out of luck if theyre hoping for any single source of funding to come to the rescue,neg,Economic
Tin prices face pressure from rising output says ITA Benchmark tin prices have already been the worst performer on the London Metal Exchange this year sliding 16,neg,Economic
Soft Friday close for miners Typical disinterest shown by investors on last trading day of week,neg,Economic
Diamond market set to rebound Consumer sentiment lower due to a lack of generic marketing,neg,Economic
Copper price recovery under pressure Copper glut and pricefall warning,neg,Economic
Nickel falls below 14000t Nickel fell to a fourmonth low overnight as the metals worst month of the year approaches its end,neg,Economic
was halted for security reasons,neg,Crime
Codelco to cut spending by 8bn through 2028 as profit halves The worlds largest copper miner saw pretax earnings to September fall by 57 due to heavy rains strikes and lower metal prices,neg,Business
Great Panther revises fourth quarter guidance for Tucano mine stock down Annual consolidated guidance dropped 6,neg,Business
Protests in Chile drive government to propose new constitution In a bid to end weeks of antigovernment protests and riots that have left at least 26 people dead and 13500 injured Chiles political parties,neg,Politics
The gold sleepwalkers Australia seems paralysed when it comes to ensuring economic strength The Outcrop by Robin Bromby,neg,Economic
Flinders formalises Balla Balla JV Junior enters binding agreement days after second strike shows shareholder discontent,neg,Business
Chile protests threaten to dethrone worlds top copper producer Codelco planned to spend 20 billion to modernize its aging mines but protests have undermined the stateowned miners push,neg,Politics
Kirkland Lakes deal to require some convincing Analysts call Kirkland Lakes takeover a head scratcher as Fosterville questions are raised,neg,Business
Iron ore price World steel production shrinking US output declines as steelmakers cope with 40 annual decline in prices as antidumping effects fade,neg,Economic
Plentiful supplies to hamper molybdenums price rally Expectations are for the molybdenum market estimated at around 580 million lbs to be balanced or see a small deficit this year,neg,Economic
Gold MA boom not inevitable Marrone Vassie say consolidation in the gold sector is far a given,neg,Economic
Coal miner killed in Queensland Seventh mine death in 18 months,neg,Health
Vale to shutter Mozambique coal operations for 3 months The move could have severe implications for the countrys balance of payments and currency as coal is by far its biggest source of export earnings,neg,Operation
Portugals government under fire over controversial lithium contract The environment minister said this wont stop mining of the metal,neg,Politics
Chile a terrible place to invest Friedland Robert Friedland says DRC is a great place to invest,neg,Politics
ASX beckons for capitalstarved Canadians Cashstrapped North American juniors explore new avenues of finance,neg,Economic
Miners warned to neglect branding at their peril Mining companies are often misunderstood  but seeking to change that can have tangible benefits,neg,Economic
News Wrap Rio Tinto aluminium showdown over smelters Private equity investors hunt for lithium deals,neg,Business
Nautilus Minerals officially sinks shares still trading Court papers noted that Nautilus had two distinct business units one dealing with polymetallic nodules and one dealing with seafloor massive sulphides,neg,Business
Glencores Mutanda mine in Congo shuts a month early Suspension comes more than a month before the worlds biggest cobalt mine was set to go into care and maintenance,neg,Operation
Nutriens potash mine closure adds to bite of Canada rail strike The worlds largest fertilizer producer plans to temporarily close its biggest potash mine as the impact of a Canadian rail strike continues to spread,neg,Operation
Mining Briefs Moho Superior Lake and more Moho mulls mining Superior Lakes 500m stepout success Aura launches legal action and more,neg,Business
Vale sees 16 billion impairment charge for Q4 in New Caledonia write down Vale said its annual assets review of its base metals and coal business is still underway and further impairments charges that would also impact fiscal year 2019 cannot be ruled out,neg,Business
Ecuador to tighten rules for mining waste dams to avoid repeat of Brazil disaster The new rules will take effect in December and will prohibit the building of socalled tailings dams close to populated areas,neg,Politics
Panoramic needs slab of funding as production forecasts chopped As takeover threatens extent of problems revealed with nickel output cut,neg,Business
Gold drifts on trade deal sentiment ,neg,Economic
News Wrap Worker runs over own truck at Rio Tinto Brockman 4 Mine in Pilbara,neg,Health
Time runs out for Millennium Pilbaras biggest gold miner falls as administrators called,neg,Business
Base metal equities uninspired Lack of interest despite futures generally positive in Asia,neg,Economic
Chinas rare earth boost threatens US Australia growth plans China said this month its raising its annual mining quota for rare earths to 132000 tonnes 10 above last years record high,neg,Economic
Metallica counting cost after Sconi stuffup Australian Mines potential payments halved after royalty oversight,neg,Business
Proxy advisors obsessed with independence slammed by Westgolds Cook Gold miners technical director survives large vote against reelection,neg,Business
Criminal band kills at least three in Venezuelan mining town The southern BolÃ­var state is besieged by irregular groups pushing to take control of placer gold mines,neg,Crime
Gold hits oneweek low A rise in the US dollar pushed gold back below US1470 an ounce,neg,Economic
EU takes Indonesia to WTO over nickel ore export curbs The European Commission said the restrictions unfairly limited EU producers access to nickel ore,neg,Politics
Platinum catch22 prevents miners tapping the hottest metals South African miners face a conundrum increasing palladium and rhodium output to take advantage of soaring prices risks depressing the already fragile market for sister metal platinum,neg,Economic
As lithium prices drop private equity investors hunt for deals Private equity groups and other investors have grown emboldened by the lithium industrys malaise forging plans to invest billions of dollars in mining projects to develop the electric vehicle battery metal,neg,Economic
Stornoways creditors step in to save Renard Stornoway Diamond TSX SWY and its creditors reached a deal that will see the Renard diamond mine operate during corporate restructuring after the companys failure,neg,Business
Pilbara weathering the lithium storm Brinsden says the malaise could be reasonably lengthy but when it turns it will turn quickly,neg,Business
New Breaker strategy met with scepticism Shareholders on edge at Breakers AGM,neg,Business
Metalicitys Admiral Bay float plan flounders Weak Canadian capital markets and zinc price sink IPO plans,neg,Business
Worlds No 2 lithium miner SQM hit by weak prices demand The Chilean producer continues to suffer from dire conditions affecting the market of the metal used in batteries that power electric vehicles and high tech electronics,neg,Economic
Gold patch up very slightly Not too much to get excited about but at least the space closed in positive territory,neg,Economic
Canadian railway strike snags steel copper trade with US CN Railway serves all nine smelters in Canada,neg,Politics
Trade tensions a market drag again Very little interest in resources sector,neg,Politics
Copper supply deal signals tightest market since the supercycle Under a new supply deal signed with FreeportMcMoRan major Chinese smelters have accepted the lowest processing fees to turn mined ore into finished metal seen since 2011,neg,Economic
Silver glut set to shrink to fouryear low Silver industrial fabrication will hold at a record high for the second year running,neg,Economic
Rio Tinto faces having to renegotiate terms at Oyu Tolgoi The Oyu Tolgoi mine Mongolias biggest foreign investment project has already been subject to delays and ballooning costs,neg,Operation
Editorial Diamond sector battles crisis fatigue They say its darkest before the dawn Lets hope that holds true for the diamond sector We try to strike a hopeful note here at,neg,Economic
Lack of trade progress weighs on market metals Doubt about the timing of a USChina trade deal weighed on sentiment for stocks and base metals,neg,Politics
West Africa gold MA paused for now Regional consolidation seems likely but catalysts needed,neg,Business
Australian gold AISC on the rise Costs in the gold sector creeping up,neg,Economic
McEwen prices public offering stock tumbles to 52week low The Torontobased gold miner intends to raise 50 million through the offering of 3775 million units,neg,Business
Bullion up gold patch down Saracen the worst on the day but 700 million the richer,neg,Economic
Rios Mongolia woes deepen Court proceedings further threaten Oyu Tolgoi underground,neg,Operation
Mining sector of no interest to ASX buyers Very much a riskoff session for investors,neg,Economic
Nickels November decline continues Nickel dropped another 12 overnight on an otherwise positive day for metals,neg,Economic
MetalsTech looking at processing options for advanced Slovakian gold opportunity New metal focus follows market slowdown in the lithium space,neg,Business
Rio Tinto faces fresh legal setback at Oyu Tolgoi mine Administrative court has upheld claims that authorities didnt follow due process on the agreement that underpins the assets development,neg,Operation
CN rail strike impacting Canadian mining operations The impact is felt strongly by mining companies dependent on rail to either transport supplies in or transport products and byproducts from operations,neg,Politics
Great Panther reports second fatal accident in 10 days The accidents occurred at the Coricancha mine in Peru and the Guanajuato mine in Mexico,neg,Health
BMR calls in administrators Private graphite player raises white flag leaving Peninsula deal floundering,neg,Business
SEC opens preliminary probe of Vale over dam tragedy The US regulator decided to proceed with the probe of the company last week after a meeting with Brazilian prosecutors,neg,Politics
Another weak session for metals Trade tensions and oversupply concerns continue to weigh on base metals,neg,Economic
Project pipeline continues to dry up Argonaut analysts found it a challenge to fill its 2019 Best Undeveloped Projects report,neg,Business
A massive coal plant that asked for Trumps help has gone dark The largest coalfired power plant in the western US permanently closed becoming the latest testament to the fossil fuels decline,neg,ESR
Mine workers demanded more protection before deadly Burkina Faso attack Local employees expressed their fears at a June meeting Reuters sources say,neg,Crime
Homes land destroyed as desperate Zimbabweans turn to illegal gold mining With Zimbabwe going through its worst economic crisis in a decade desperate citizens are turning to illegal gold mining to make a living,neg,Politics
Nemaska Lithium idles Whabouchi mine Shawinigan plant As the price of lithium continues its slide and with no firm financing commitment Nemaska has shut down operations temporarily,neg,Business
Accelerate moves into kaolin Investors give cold shoulder to tiddlers HPA acquisition,neg,Business
AngloGold Ashanti halts Guinea mine over protests The measure was taken over the weekend after local community members occupied Siguiri mines facilities and built barricades,neg,Operation
Coronado downgrades yet again Coal concern again hit by lower demand and pricing,neg,Economic
Markets hope for trade deal ASX futures were 3 points lower this morning despite reports a phase one trade deal might be near,neg,Economic
Deforestation in Brazils Amazon hits highest level in a decade Areas where trees have been removed soared 295 to 9762 square km in the year to July 30 2019 at a pace equivalent to about two soccer fields a minute  the fastest since 2008,neg,ESR
FMG to appeal native title decision Company taking fight to High Court,neg,Politics
Gold stocks hit by some selling Buyers stand aside with developertypes Ora Banda Orecorp doing best,neg,Economic
Proposed standards for mining waste dams draw concerns from industry trade group The worlds largest mining trade group said it has concerns with standards being considered for global tailings dam safety,neg,ESR
IMF to provide credit to Congo as growth and reserves falter Despite vast mineral resources Congo is one of the worlds poorest countries,neg,Economic
Artisanal gold mining polluting Peruvian biodiversity hotspot study NASA LandSat images revealed that the Madre de Dios River watershed has up to 10 times the normal suspended sediment concentrations,neg,ESR
Global public consultation launched on tailings dam standards The initiative aims to prevent a repeat of Vales tailings dam burst in January which killed 300 people,neg,ESR
Rio forced to back big ERA raising Uranium rehab obligations need funding and no other option could be found to keep miner solvent,neg,Business
Capital Watch Vango Talga and more Vango and Talga lead a quieter week for mining and exploration capital raisings,neg,Economic
AAMEG forming West African crisis group Move comes in response to the Burkina Faso attack last week,neg,Crime
Corruption child labor risk in Congos cobalt industry OECD warns Child labor and humanrights abuses are common in smallscale mining sites in Congo,neg,ESR
Nemaska Lithium shares hit new low says project shutdown within weeks Discussions with top investor Pallinghurst to finance Whabouchi project in Quebec continue,neg,Business
Weak Chinese data weighs on base metals ,neg,Economic
Copper price bulls take another beating Copper price drops after dismal Chinese economic data dash hopes of recovery when phase one trade deal with US is inked,neg,Economic
News Wrap Rio Tinto workers exposed to toxic gas at Tom Price mine,neg,Operation
Jihadist groups cash in on artisanal gold rush in West Africa The more than 2 million directly employed in smallscale mining in Mali Burkina Faso and Niger have become a source of financing and recruits for Islamist militants in the region,neg,Crime
Metals down on trade dispute uncertainty Gold comes into play as risk off tone the main game,neg,Economic
Looming crash sets up for gold Zurich summit hears An economic reckoning on a similar scale to 1929 sets up perfectly for gold says Grant Williams,neg,Economic
Panoramics view of Savannah gets worse Production issues continuing and new fund raising now expected,neg,Operation
News Wrap Man found dead at Pilgangoora confirmed as fatherofthree,neg,Health
Soft session for metals Trade deal clarity awaited by market,neg,Economic
Gold patch has minor drop Bullion little changed at around US1460 per ounce,neg,Economic
Buyers not active in mining space Unknown trade situation puts investors in a holding pattern,neg,Economic
Glencore to shut Canadian smelter by yearend over 400 jobs lost The facility was supposed to transition to a custom smelter after the mine closed in 2013,neg,Operation
Man charged with murder after Pilgangoora death Police have laid charges over a suspicious death at Pilbara Minerals Pilgangoora lithium mine,neg,Crime
As coal prices tumble and bankruptcies rise,neg,Economic
First Cobalt seeks government backing to restart Canadian refinery The plant located about 373 miles from the US border in Cobalt Ontario would be the sole North American producer of refined cobalt for the electric vehicle market,neg,Economic
Anglo American lowers thermal coal forecast amid move to exit sector The commodity was barely mentioned in an update to investors as one of the companys main pillars of growth from 2020 and beyond,neg,Business
Judgement day looming for controversial Solomon Islands mine Pacific Bauxite disputes the cancellation of its licence ahead of an expected judgement,neg,Politics
Alitas collapse inevitable administrator finds High costs and single offtake contract may have meant Bald Hill miner insolvent in June,neg,Business
News Wrap Drought may force mines to shut down Orocobre swims as lithium rivals sink,neg,ESR
Soft start for many miners Little market enthusiasm for the bigger producers,neg,Economic
Pilbara Minerals halts trading pending incident announcement The West Perthbased company operates the Pilgangoora LithiumTantalum Project and Mount Francisco both in Western Australia,neg,Business
Perenti working to support Burkinabe workforce Perenti is evacuating its remaining staff from the Boungou mine in Burkina Faso,neg,Business
In Kimberley the worlds diamond capital illicit mining fight flounders The first South African project to bring illegal miners into the formal fold has been plagued by violence in diamond capital Kimberley,neg,Crime
Weak leads for miners heading into new week Gold and base metals and bulks all under pressure,neg,Economic
market not yet convinced Project numbers look attractive but capitalisation points to scepticism,neg,Economic
Several dorÃ© bars stolen from Fresnillos Mexican subsidiary Local media report that the incident took place near the Noche Buena mine in Sonora,neg,Crime
Mexicos environmental authority halts Almadens Ixtaca project Mexicos environmental authority Semarnat has suspended permitting for Almaden Minerals TSX AMM NYSEAM AAU Ixtaca goldsilver project in the state of Puebla pending the resolution,neg,ESR
sinking zinc Zinc prices have fallen 32 from a high of US163 per lb in early 2018 to US115 per lb today But Jeremie Ryan CEO of,neg,Economic
Gold suffers worst week in three years as bulls run for cover The metal dropped 37 this week the most since November 2016,neg,Economic
Orvana Minerals to suspend operations at Los Tojas in Bolivia stock down The Canadian miner said operations at Elle Valle in Spain remain stable and delivery of gold production remains sustainable,neg,Business
Attack on Canadian miner in Burkina Faso threatens golds final frontier West Africa has long been considered a risky prospect where political instability volatile tax regimes and tricky relations with smallscale miners weigh heavily on boardrooms,neg,Crime
Russia scraps plans to set climatechange goals for businesses Its a particular challenge for Russias economy which is heavily dependent on oil and gas production and mining,neg,Politics
Congo challenges Canadian miner Banros declaration of force majeure The gold producer invoked the legal clause that frees a company from meeting contractual obligations in September,neg,Politics
Semafo suspends operations at Boungou mine after Burkina Faso attack The company said the Boungou mine site is secure but operations are suspended out of respect to the victims and those impacted,neg,Crime
Attack near Semafos Boungou mine kills 39 wounds 60 An attack against workers travelling to Semafos TSX SMF Boungou mine in southeastern Burkina Faso has left 39 dead and 60 wounded A convoy of,neg,Crime
Albemarle plans 100m cost cuts to counter low prices The worlds largest lithium producer is grappling with a fall in prices on nearterm oversupply concerns,neg,Economic
Zambia scraps plans to build giant copper mine in national park Decision comes only a week after the countrys High Court gave Australias Mwembeshi Resources a license to build its Kangaluwi copper project,neg,Politics
Anglo American says Eskom a major risk as it mulls growth Eskom which produces about 95 of South Africas power has been forced to implement rolling blackouts that caused economic output to contract the most in a decade in the first quarter,neg,Business
Brazil court says could annul Vale acquisition of Ferrous Resources Vale said in August that it had to temporarily halt operations at the Viga concentration plant of its newlyacquired Ferrous Resources do Brasil due to inconsistency in the documents,neg,Politics
Indonesia may decide on Thursday whether to resume nickel ore exports Indonesia may decide this week whether to resume nickel ore exports after halting shipments to investigate reports of export rule violations,neg,Politics
